id x y class
i935 0.116161 0.048731 +
i936 0.118428 0.047856 +
i937 0.126402 0.048241 +
i938 0.124983 0.046921 +
i939 0.108273 0.047904 +
i940 0.120458 0.053993 +
i941 0.113015 0.04893 +
i942 0.115683 0.046921 +
i943 0.11619 0.047151 +
i944 0.120794 0.047809 +
i945 0.118089 0.047105 +
i946 0.113457 0.047337 +
i947 0.118617 0.047904 +
i948 0.119075 0.048096 +
i949 0.112828 0.047525 +
i950 0.12317 0.047666 +
i951 0.114521 0.047337 +
i952 0.114317 0.047714 +
i953 0.113191 0.047714 +
i954 0.117566 0.047904 +
i955 0.12283 0.047013 +
i956 0.124872 0.04898 +
i957 0.114991 0.047572 +
i958 0.112074 0.049587 +
i959 0.120321 0.047198 +
i960 0.116632 0.047619 +
i961 0.116141 0.048096 +
i962 0.107968 0.047525 +
i963 0.118066 0.046921 +
i964 0.121194 0.047337 +
i965 0.11933 0.048632 +
i966 0.114521 0.047105 +
i967 0.123333 0.04883 +
i968 0.121032 0.046967 +
i969 0.110142 0.04893 +
i970 0.110537 0.047198 +
i971 0.118052 0.047151 +
i972 0.112311 0.047059 +
i973 0.128274 0.048 +
i974 0.103908 0.047059 +
i975 0.114906 0.048096 +
i976 0.116599 0.048632 +
i977 0.11114 0.04893 +
i978 0.108046 0.047714 +
i979 0.120623 0.047809 +
i980 0.110393 0.047337 +
i981 0.10781 0.049689 +
i982 0.106738 0.049793 +
i983 0.115035 0.047059 +
i984 0.118165 0.047761 +
i985 0.116345 0.048436 +
i986 0.119759 0.048534 +
i987 0.11336 0.047337 +
i988 0.119556 0.047151 +
i989 0.116732 0.047809 +
i990 0.121035 0.047291 +
i991 0.105693 0.049536 +
i992 0.112889 0.046967 +
i993 0.107286 0.047244 +
i994 0.109277 0.047013 +
i995 0.083703 0.048583 +
i996 0.10618 0.047431 +
i997 0.103019 0.048534 +
i998 0.102816 0.047244 +
i999 0.097783 0.047525 +
i1000 0.098519 0.047059 +
i1001 0.093915 0.046921 +
i1002 0.093217 0.046921 +
i1003 0.078532 0.046921 +
i1004 0.118887 0.047198 +
i1005 0.092206 0.047105 +
i1006 0.099406 0.047856 +
i1007 0.111498 0.047619 +
i1008 0.106889 0.047013 +
i1009 0.076 0.047856 +
i1010 0.095556 0.047337 +
i1011 0.11301 0.047244 +
i1012 0.124918 0.047337 +
i1013 0.111858 0.047904 +
i1014 0.107515 0.047478 +
i1015 0.090769 0.047291 +
i1016 0.109949 0.047904 +
i1017 0.094535 0.047525 +
i1018 0.145274 0.048583 +
i1019 0.099534 0.047198 +
i1020 0.089541 0.046921 +
i1021 0.113353 0.048485 +
i1022 0.084205 0.047013 +
i1023 0.090455 0.047809 +
i1024 0.103478 0.046967 +
i1025 0.105698 0.047105 +
i1026 0.113291 0.048096 +
i1027 0.080257 0.047198 +
i1028 0.087339 0.047856 +
i1029 0.099077 0.047059 +
i1030 0.11428 0.047478 +
i1031 0.095875 0.046921 +
i1032 0.101818 0.047059 +
i1033 0.102707 0.047105 +
i1034 0.097689 0.047337 +
i1035 0.101359 0.046921 +
i1036 0.096433 0.047761 +
i1037 0.114947 0.047952 +
i1038 0.111023 0.047151 +
i1039 0.094621 0.047105 +
i1040 0.105128 0.047105 +
i1041 0.08656 0.046921 +
i1042 0.074744 0.047809 +
i1043 0.109135 0.047198 +
i1044 0.104893 0.047761 +
i1045 0.112243 0.047105 +
i1046 0.102308 0.047761 +
i1047 0.109505 0.047013 +
i1048 0.091643 0.047809 +
i1049 0.091031 0.046967 +
i1050 0.1148 0.047856 +
i1051 0.11777 0.048193 +
i1052 0.093012 0.047291 +
i1053 0.100205 0.047198 +
i1054 0.117153 0.047478 +
i1055 0.101364 0.047809 +
i1056 0.093205 0.047244 +
i1057 0.109062 0.05101 +
i1058 0.108138 0.047059 +
i1059 0.1225 0.047198 +
i1060 0.103158 0.047059 +
i1061 0.099123 0.047761 +
i1062 0.102756 0.04829 +
i1063 0.11397 0.046921 +
i1064 0.111831 0.047337 +
i1065 0.105827 0.047525 +
i1066 0.111049 0.04893 +
i1067 0.102237 0.047856 +
i1068 0.090137 0.047856 +
i1069 0.105946 0.04829 +
i1070 0.101494 0.047105 +
i1071 0.080825 0.047105 +
i1072 0.11551 0.047013 +
i1073 0.099917 0.051447 +
i1074 0.111043 0.048241 +
i1075 0.109796 0.048241 +
i1076 0.109388 0.05074 +
i1077 0.106715 0.047714 +
i1078 0.11043 0.049281 +
i1079 0.098391 0.047013 +
i1080 0.111034 0.047013 +
i1081 0.112 0.048 +
i1082 0.104844 0.049638 +
i1083 0.114892 0.048048 +
i1084 0.09641 0.047059 +
i1085 0.112487 0.047105 +
i1086 0.093789 0.047291 +
i1087 0.111608 0.047244 +
i1088 0.094286 0.047525 +
i1089 0.094357 0.050847 +
i1090 0.104174 0.047856 +
i1091 0.112998 0.047244 +
i1092 0.106667 0.051392 +
i1093 0.107327 0.047384 +
i1094 0.113431 0.048048 +
i1095 0.112091 0.046921 +
i1096 0.108889 0.050473 +
i1097 0.114019 0.047904 +
i1098 0.117247 0.046967 +
i1099 0.094357 0.047059 +
i1100 0.06402 0.050686 +
i1101 0.116394 0.05042 +
i1102 0.092161 0.051064 +
i1103 0.111019 0.047478 +
i1104 0.113035 0.047952 +
i1105 0.121642 0.047337 +
i1106 0.104604 0.048387 +
i1107 0.105 0.046967 +
i1108 0.101013 0.047666 +
i1109 0.113333 0.046921 +
i1110 0.099592 0.047809 +
i1111 0.122444 0.051447 +
i1112 0.11945 0.047478 +
i1113 0.108763 0.047619 +
i1114 0.102462 0.049332 +
i1115 0.114446 0.047105 +
i1116 0.123795 0.050686 +
i1117 0.114642 0.047198 +
i1118 0.101379 0.047105 +
i1119 0.103385 0.047714 +
i1120 0.113464 0.047059 +
i1121 0.062637 0.04913 +
i1122 0.123478 0.051948 +
i1123 0.093504 0.047291 +
i1124 0.110473 0.047478 +
i1125 0.104904 0.050847 +
i1126 0.106192 0.047198 +
i1127 0.122568 0.051557 +
i1128 0.106061 0.047478 +
i1129 0.113015 0.048338 +
i1130 0.114012 0.049741 +
i1131 0.127273 0.047291 +
i1132 0.118381 0.047714 +
i1133 0.114074 0.04918 +
i1134 0.103575 0.048048 +
i1135 0.078604 0.047666 +
i1136 0.125142 0.047761 +
i1137 0.1069 0.04883 +
i1138 0.109511 0.051502 +
i1139 0.104448 0.04913 +
i1140 0.10836 0.047431 +
i1141 0.117997 0.050209 +
i1142 0.110842 0.048534 +
i1143 0.105845 0.046921 +
i1144 0.117807 0.048144 +
i1145 0.115405 0.047572 +
i1146 0.106628 0.047198 +
i1147 0.121579 0.047013 +
i1148 0.100602 0.047105 +
i1149 0.106522 0.047013 +
i1150 0.089231 0.047291 +
i1151 0.113629 0.047952 +
i1152 0.122595 0.050209 +
i1153 0.119269 0.047714 +
i1154 0.118479 0.048682 +
i1155 0.120541 0.047525 +
i1156 0.10555 0.047244 +
i1157 0.115485 0.04913 +
i1158 0.111931 0.047478 +
i1159 0.121701 0.047714 +
i1160 0.116941 0.048048 +
i1161 0.112544 0.048387 +
i1162 0.117105 0.046921 +
i1163 0.126554 0.049281 +
i1164 0.118067 0.048534 +
i1165 0.116874 0.049485 +
i1166 0.115805 0.048096 +
i1167 0.107014 0.047761 +
i1168 0.102972 0.047337 +
i1169 0.117856 0.048632 +
i1170 0.119359 0.047904 +
i1171 0.106995 0.047619 +
i1172 0.121208 0.04898 +
i1173 0.105797 0.047809 +
i1174 0.118593 0.048144 +
i1175 0.120296 0.050104 +
i1176 0.10406 0.048144 +
i1177 0.123664 0.047478 +
i1178 0.114742 0.047761 +
i1179 0.121616 0.050955 +
i1180 0.124379 0.047714 +
i1181 0.128589 0.047714 +
i1182 0.123312 0.047525 +
i1183 0.118462 0.048 +
i1184 0.118711 0.049332 +
i1185 0.121633 0.048731 +
i1186 0.122857 0.047013 +
i1187 0.122526 0.046921 +
i1188 0.120565 0.051282 +
i1189 0.112482 0.047856 +
i1190 0.117916 0.047904 +
i1191 0.125886 0.046967 +
i1192 0.108206 0.050955 +
i1193 0.120816 0.048387 +
i1194 0.121616 0.053571 +
i1195 0.124797 0.047761 +
i1196 0.125815 0.048048 +
i1197 0.116499 0.048 +
i1198 0.118367 0.047525 +
i1199 0.11514 0.047478 +
i1200 0.123712 0.047059 +
i1201 0.120251 0.053751 +
i1202 0.127957 0.047013 +
i1203 0.11348 0.046967 +
i1204 0.118495 0.04898 +
i1205 0.125034 0.046967 +
i1206 0.116597 0.053751 +
i1207 0.119019 0.047666 +
i1208 0.120407 0.047151 +
i1209 0.123057 0.047013 +
i1210 0.11827 0.054299 +
i1211 0.114837 0.046921 +
i1212 0.113864 0.047151 +
i1213 0.125792 0.047809 +
i1214 0.114366 0.046967 +
i1215 0.119019 0.049434 +
i1216 0.119228 0.047337 +
i1217 0.116866 0.047198 +
i1218 0.12237 0.049793 +
i1219 0.120443 0.047291 +
i1220 0.119713 0.047059 +
i1221 0.112 0.047105 +
i1222 0.121201 0.049485 +
i1223 0.123642 0.046967 +
i1224 0.126522 0.047431 +
i1225 0.124194 0.047198 +
i1226 0.123059 0.049741 +
i1227 0.120421 0.04878 +
i1228 0.123817 0.047952 +
i1229 0.12203 0.047291 +
i1230 0.119714 0.047478 +
i1231 0.114576 0.047105 +
i1232 0.11435 0.047431 +
i1233 0.112063 0.047666 +
i1234 0.111337 0.047151 +
i1235 0.109579 0.047619 +
i1236 0.105088 0.047666 +
i1237 0.117829 0.047105 +
i1238 0.085281 0.04883 +
i1239 0.10146 0.047059 +
i1240 0.106382 0.046921 +
i1242 0.110369 0.047525 +
i1243 0.102614 0.047059 +
i1244 0.115658 0.047714 +
i1245 0.086458 0.047059 +
i1246 0.121245 0.047572 +
i1247 0.07913 0.047151 +
i1248 0.108182 0.047619 +
i1249 0.099097 0.046967 +
i1250 0.112692 0.047291 +
i1251 0.098422 0.047856 +
i1252 0.093333 0.047666 +
i1253 0.094046 0.047151 +
i1254 0.118914 0.047151 +
i1255 0.097355 0.046921 +
i1256 0.113077 0.048436 +
i1257 0.091967 0.049741 +
i1258 0.116882 0.04829 +
i1259 0.096822 0.047244 +
i1260 0.117216 0.047244 +
i1261 0.114904 0.047904 +
i1262 0.097391 0.047619 +
i1263 0.125816 0.048338 +
i1264 0.12267 0.047059 +
i1265 0.116148 0.047105 +
i1266 0.114934 0.047572 +
i1267 0.089505 0.04878 +
i1268 0.084921 0.048193 +
i1269 0.119817 0.048193 +
i1270 0.099132 0.047431 +
i1271 0.109696 0.048 +
i1272 0.108447 0.048144 +
i1273 0.118169 0.047013 +
i1274 0.168567 0.04829 +
i1275 0.111935 0.047105 +
i1276 0.123057 0.046921 +
i1277 0.123735 0.047198 +
i1278 0.096883 0.047384 +
i1279 0.112836 0.047244 +
i1280 0.126952 0.047105 +
i1281 0.13337 0.048 +
i1282 0.12381 0.047151 +
i1283 0.131436 0.047619 +
i1284 0.094535 0.048387 +
i1285 0.111931 0.047059 +
i1286 0.114165 0.047013 +
i1287 0.103536 0.047198 +
i1288 0.115103 0.046921 +
i1289 0.11749 0.047059 +
i1290 0.117054 0.047714 +
i1291 0.098378 0.050901 +
i1292 0.10186 0.047291 +
i1293 0.095362 0.048 +
i1294 0.085416 0.047244 +
i1295 0.101897 0.049741 +
i1296 0.103353 0.047291 +
i1297 0.102 0.051392 +
i1298 0.095696 0.047431 +
i1299 0.089555 0.046967 +
i1300 0.10673 0.048387 +
i1301 0.103595 0.048 +
i1302 0.099731 0.046921 +
i1303 0.107877 0.048096 +
i1304 0.106419 0.048436 +
i1305 0.114286 0.048534 +
i1306 0.105053 0.047384 +
i1307 0.103106 0.047384 +
i1308 0.103639 0.048144 +
i1309 0.097764 0.047105 +
i1310 0.091709 0.047151 +
i1311 0.092803 0.047105 +
i1312 0.096027 0.048485 +
i1313 0.063299 0.046921 +
i1314 0.101581 0.047666 +
i1315 0.097896 0.047059 +
i1316 0.086882 0.047198 +
i1317 0.109919 0.047525 +
i1318 0.095152 0.047151 +
i1319 0.101959 0.047761 +
i1320 0.08306 0.050262 +
i1321 0.105 0.047572 +
i1322 0.106068 0.046921 +
i1323 0.090056 0.048436 +
i1324 0.100909 0.047198 +
i1325 0.103318 0.047198 +
i1326 0.108157 0.047337 +
i1327 0.106534 0.048 +
i1328 0.111914 0.048583 +
i1329 0.104463 0.046921 +
i1330 0.11163 0.047291 +
i1331 0.098378 0.047619 +
i1332 0.096835 0.047856 +
i1333 0.110385 0.047384 +
i1334 0.111462 0.047478 +
i1335 0.096349 0.046967 +
i1336 0.112343 0.046967 +
i1337 0.100827 0.047291 +
i1338 0.099216 0.049383 +
i1339 0.096266 0.047059 +
i1340 0.106111 0.046967 +
i1341 0.090273 0.047198 +
i1342 0.087761 0.048241 +
i1343 0.100956 0.047478 +
i1344 0.092099 0.048682 +
i1345 0.104863 0.047013 +
i1346 0.101635 0.047856 +
i1347 0.096072 0.047384 +
i1348 0.103468 0.046967 +
i1349 0.101441 0.047478 +
i1350 0.101979 0.047151 +
i1351 0.126266 0.047151 +
i1352 0.114489 0.047619 +
i1353 0.100679 0.048048 +
i1354 0.105479 0.047856 +
i1355 0.107107 0.047431 +
i1356 0.084933 0.047525 +
i1357 0.108657 0.047105 +
i1358 0.094989 0.04888 +
i1359 0.117774 0.046921 +
i1360 0.113434 0.047856 +
i1361 0.112603 0.047151 +
i1362 0.111901 0.052805 +
i1363 0.098161 0.048731 +
i1364 0.104943 0.051836 +
i1365 0.107436 0.047572 +
i1366 0.102123 0.047337 +
i1367 0.114885 0.051724 +
i1368 0.106687 0.047384 +
i1369 0.112895 0.047809 +
i1370 0.110758 0.053872 +
i1371 0.103986 0.047059 +
i1372 0.106607 0.047525 +
i1373 0.106193 0.047478 +
i1374 0.118479 0.049896 +
i1375 0.102052 0.050052 +
i1376 0.102857 0.047525 +
i1377 0.09962 0.047151 +
i1378 0.111749 0.052231 +
i1379 0.116529 0.050052 +
i1380 0.089982 0.047384 +
i1381 0.096119 0.046967 +
i1382 0.105762 0.047291 +
i1383 0.117099 0.048048 +
i1384 0.095846 0.048485 +
i1385 0.108182 0.047244 +
i1386 0.09702 0.047761 +
i1387 0.09589 0.051118 +
i1388 0.113927 0.047431 +
i1389 0.088935 0.04829 +
i1390 0.106571 0.049434 +
i1391 0.093475 0.047384 +
i1392 0.113106 0.047572 +
i1393 0.090987 0.047572 +
i1394 0.07701 0.04883 +
i1395 0.091971 0.046967 +
i1396 0.089362 0.049587 +
i1397 0.111712 0.047572 +
i1398 0.095722 0.048387 +
i1399 0.108325 0.048731 +
i1400 0.114333 0.048534 +
i1401 0.122641 0.050526 +
i1402 0.078469 0.046967 +
i1403 0.107029 0.046921 +
i1404 0.113623 0.048096 +
i1405 0.11283 0.04913 +
i1406 0.101647 0.050847 +
i1407 0.116202 0.047384 +
i1408 0.118691 0.047337 +
i1409 0.109118 0.047904 +
i1410 0.114074 0.050104 +
i1411 0.097391 0.057007 +
i1412 0.10674 0.048682 +
i1413 0.090643 0.047105 +
i1414 0.089315 0.046921 +
i1415 0.095385 0.047431 +
i1416 0.087352 0.046967 +
i1417 0.08259 0.048193 +
i1418 0.078294 0.046921 +
i1419 0.076194 0.047291 +
i1420 0.083796 0.047291 +
i1421 0.09123 0.049793 +
i1422 0.08788 0.047151 +
i1423 0.088448 0.048096 +
i1424 0.083575 0.046967 +
i1425 0.080742 0.048193 +
i1426 0.08669 0.047151 +
i1427 0.095429 0.047666 +
i1428 0.077619 0.047384 +
i1429 0.084528 0.052288 +
i1430 0.074841 0.04918 +
i1431 0.08878 0.048048 +
i1432 0.096536 0.048731 +
i1433 0.1 0.047198 +
i1434 0.093641 0.047244 +
i1435 0.077878 0.047384 +
i1436 0.095776 0.049741 +
i1437 0.091216 0.047666 +
i1438 0.086184 0.047478 +
i1439 0.091577 0.049383 +
i1440 0.106689 0.047384 +
i1441 0.098307 0.048338 +
i1442 0.082477 0.046921 +
i1443 0.078963 0.046921 +
i1444 0.090873 0.048048 +
i1445 0.095842 0.047666 +
i1446 0.087901 0.046967 +
i1447 0.090588 0.053333 +
i1448 0.099124 0.047151 +
i1449 0.094424 0.05058 +
i1450 0.095853 0.05 +
i1451 0.098689 0.047904 +
i1452 0.063453 0.047151 +
i1453 0.081358 0.048144 +
i1454 0.113566 0.047105 +
i1455 0.105 0.050314 +
i1456 0.080513 0.048193 +
i1457 0.092821 0.047809 +
i1458 0.105703 0.047198 +
i1459 0.097186 0.047904 +
i1460 0.10513 0.05042 +
i1461 0.084094 0.047572 +
i1462 0.101079 0.047478 +
i1463 0.119487 0.04829 +
i1464 0.088769 0.048048 +
i1465 0.113771 0.048241 +
i1466 0.090759 0.047291 +
i1467 0.082127 0.047478 +
i1468 0.101684 0.047291 +
i1469 0.092603 0.047904 +
i1470 0.104 0.048534 +
i1471 0.112974 0.016377 +
i1472 0.120572 0.016789 +
i1473 0.147503 0.017112 +
i1474 0.08092 0.017003 +
i1475 0.061168 0.017621 +
i1476 0.093552 0.01907 +
i1477 0.078359 0.018519 +
i1478 0.068046 0.017917 +
i1479 0.086007 0.018244 +
i1480 0.096723 0.018935 +
i1481 0.08005 0.022631 +
i1482 0.088191 0.01564 +
i1483 0.089719 0.017719 +
i1484 0.105718 0.023121 +
i1485 0.102204 0.016512 +
i1486 0.105457 0.01631 +
i1487 0.098776 0.015733 +
i1488 0.106601 0.016615 +
i1489 0.10613 0.016194 +
i1490 0.113911 0.016754 +
i1491 0.120584 0.022191 +
i1492 0.118029 0.016546 +
i1493 0.14245 0.017003 +
i1494 0.125301 0.017241 +
i1495 0.121919 0.016048 +
i1496 0.137462 0.030132 +
i1497 0.17271 0.018801 +
i1498 0.125567 0.025157 +
i1499 0.123598 0.049689 +
i1500 0.113946 0.017354 +
i1501 0.112582 0.070485 +
i1502 0.146521 0.015686 +
i1503 0.116639 0.01626 +
i1504 0.150756 0.019185 +
i1505 0.151406 0.01564 +
i1506 0.112644 0.016512 +
i1507 0.112859 0.020539 +
i1508 0.165625 0.015686 +
i1509 0.120054 0.016293 +
i1510 0.115793 0.016495 +
i1511 0.12213 0.015779 +
i1512 0.145367 0.016842 +
i1513 0.158496 0.015984 +
i1514 0.107059 0.028219 +
i1515 0.134116 0.016244 +
i1516 0.140467 0.018038 +
i1517 0.123451 0.020645 +
i1518 0.122239 0.019704 +
i1519 0.120638 0.027875 +
i1520 0.140942 0.015873 +
i1521 0.119865 0.030476 +
i1522 0.163179 0.018244 +
i1523 0.126511 0.020833 +
i1524 0.159033 0.015686 +
i1525 0.111204 0.015936 +
i1526 0.12533 0.018391 +
i1527 0.162342 0.015857 +
i1528 0.147374 0.017957 +
i1529 0.132083 0.017186 +
i1530 0.121187 0.016807 +
i1531 0.125873 0.015656 +
i1532 0.11324 0.015936 +
i1533 0.112551 0.021834 +
i1534 0.109022 0.014514 +
i1535 0.109459 0.049505 +
i1536 0.107407 0.084746 +
i1537 0.105544 0.036765 +
i1538 0.103074 0.03367 +
i1539 0.104691 0.020619 +
i1540 0.101191 0.030769 +
i1541 0.10654 0.029851 +
i1542 0.10801 0.035336 +
i1543 0.109118 0.031153 +
i1544 0.107692 0.034843 +
i1545 0.108936 0.028902 +
i1546 0.112402 0.044053 +
i1547 0.106708 0.035088 +
i1548 0.110112 0.026882 +
i1549 0.112812 0.039216 +
i1550 0.107297 0.015456 +
i1551 0.106382 0.067568 +
i1552 0.109899 0.056497 +
i1553 0.109407 0.020202 +
i1554 0.109071 0.030769 +
i1555 0.11242 0.024814 +
i1556 0.108813 0.036232 +
i1557 0.113143 0.043668 +
i1558 0.113168 0.040323 +
i1559 0.126284 0.019531 +
i1560 0.125566 0.044444 +
i1561 0.112525 0.060606 +
i1562 0.110917 0.038462 +
i1563 0.113131 0.027855 +
i1564 0.112424 0.054348 +
i1565 0.110303 0.024814 +
i1566 0.109036 0.02584 +
i1567 0.110147 0.079365 +
i1568 0.107461 0.042373 +
i1569 0.107719 0.015083 +
i1570 0.106508 0.019084 +
i1571 0.104372 0.017857 +
i1572 0.105899 0.045662 +
i1573 0.109358 0.028011 +
i1574 0.109684 0.010953 +
i1575 0.110758 0.035971 +
i1576 0.109458 0.041667 +
i1577 0.109297 0.052083 +
i1578 0.105089 0.048077 +
i1579 0.103167 0.034247 +
i1580 0.104186 0.040816 +
i1581 0.111032 0.013369 +
i1582 0.117858 0.044053 +
i1583 0.111593 0.019231 +
i1584 0.108918 0.079365 +
i1585 0.162202 0.023022 -
i1586 0.050579 0.018713 -
i1587 0.051265 0.016194 -
i1588 0.075344 0.024922 -
i1589 0.059416 0.016807 -
i1590 0.058248 0.015936 -
i1591 0.113291 0.016842 -
i1592 0.063046 0.016754 -
i1593 0.052824 0.016684 -
i1594 0.047248 0.015764 -
i1595 0.044129 0.032854 -
i1596 0.042572 0.015826 -
i1597 0.059583 0.059259 -
i1598 0.055771 0.018913 -
i1599 0.0633 0.015842 -
i1600 0.049626 0.016495 -
i1601 0.169725 0.061776 -
i1602 0.122604 0.015857 -
i1603 0.163528 0.036199 -
i1604 0.169705 0.055556 -
i1605 0.165128 0.016 -
i1606 0.163136 0.041667 -
i1607 0.181481 0.057348 -
i1608 0.109923 0.026059 -
i1609 0.167092 0.032787 -
i1610 0.149403 0.068966 -
i1611 0.13909 0.016684 -
i1612 0.150479 0.050794 -
i1613 0.129984 0.040921 -
i1614 0.161021 0.03125 -
i1615 0.186555 0.105263 -
i1616 0.050838 0.016649 -
i1617 0.048195 0.016113 -
i1618 0.046702 0.016684 -
i1619 0.140863 0.016667 -
i1620 0.044828 0.016048 -
i1621 0.043097 0.018265 -
i1622 0.067784 0.015748 -
i1623 0.0536 0.016842 -
i1624 0.054435 0.017354 -
i1625 0.042658 0.025518 -
i1626 0.036819 0.022631 -
i1627 0.040763 0.017186 -
i1628 0.051548 0.029575 -
i1629 0.092731 0.015889 -
i1630 0.088533 0.020075 -
i1631 0.067364 0.015733 -
i1632 0.041858 0.016129 -
i1633 0.035785 0.016327 -
i1634 0.046667 0.015656 -
i1635 0.050962 0.036117 -
i1636 0.061125 0.017621 -
i1637 0.041877 0.015764 -
i1638 0.064891 0.015873 -
i1639 0.052157 0.021025 -
i1640 0.070644 0.016194 -
i1641 0.05857 0.019975 -
i1642 0.051766 0.069565 -
i1643 0.05938 0.021978 -
i1644 0.100362 0.017279 -
i1645 0.04429 0.018846 -
i1646 0.050644 0.016145 -
i1647 0.065696 0.016227 -
i1648 0.073087 0.018265 -
i1649 0.160143 0.041995 -
i1650 0.140961 0.017582 -
i1651 0.152412 0.026273 -
i1652 0.120748 0.053512 -
i1653 0.171771 0.168421 -
i1654 0.145337 0.02852 -
i1655 0.161815 0.016667 -
i1656 0.152702 0.066667 -
i1657 0.167222 0.03252 -
i1658 0.173916 0.042895 -
i1659 0.154853 0.017241 -
i1660 0.171057 0.030189 -
i1661 0.133556 0.0625 -
i1662 0.170299 0.086486 -
i1663 0.127113 0.02168 -
i1664 0.173638 0.027397 -
i1665 0.125746 0.044444 -
i1666 0.171343 0.063492 -
i1667 0.144142 0.033827 -
i1668 0.175695 0.016684 -
i1669 0.171881 0.019277 -
i1670 0.170099 0.030189 -
i1671 0.167867 0.038647 -
i1672 0.156139 0.017778 -
i1673 0.155121 0.018824 -
i1674 0.162288 0.069264 -
i1675 0.171255 0.045845 -
i1676 0.163236 0.041451 -
i1677 0.195527 0.020075 -
i1678 0.154851 0.041885 -
i1679 0.093882 0.016064 -
i1680 0.059029 0.015952 -
i1681 0.078596 0.016667 -
i1682 0.138239 0.017297 -
i1683 0.137067 0.01608 -
i1684 0.164619 0.016985 -
i1685 0.148263 0.01658 -
i1686 0.108423 0.016667 -
i1687 0.122901 0.016684 -
i1688 0.117709 0.017525 -
i1689 0.173781 0.051118 -
i1690 0.181459 0.016016 -
i1691 0.162527 0.0625 -
i1692 0.174299 0.034632 -
i1693 0.179638 0.017316 -
i1694 0.170829 0.016427 -
i1695 0.131695 0.059925 -
i1696 0.037318 0.016632 -
i1697 0.123986 0.015842 -
i1698 0.077796 0.019093 -
i1699 0.049688 0.016701 -
i1700 0.168 0.016754 -
i1701 0.056881 0.017621 -
i1702 0.057632 0.016736 -
i1703 0.056766 0.016444 -
i1704 0.064551 0.017429 -
i1705 0.146823 0.016227 -
i1706 0.031603 0.015984 -
i1707 0.02587 0.02005 -
i1708 0.025978 0.064777 -
i1709 0.0276 0.01581 -
i1710 0.03603 0.021136 -
i1711 0.022623 0.016931 -
i1712 0.035939 0.029091 -
i1713 0.032623 0.062745 -
i1714 0.025351 0.017204 -
i1715 0.025059 0.060837 -
i1716 0.014922 0.017758 -
i1717 0.073439 0.01907 -
i1718 0.052034 0.019277 -
i1719 0.093271 0.01581 -
i1720 0.062262 0.016162 -
i1721 0.037479 0.01564 -
i1722 0.048424 0.01581 -
i1723 0.042256 0.016736 -
i1724 0.030222 0.015717 -
i1725 0.046427 0.016 -
i1726 0.06932 0.016129 -
i1727 0.153725 0.026578 -
i1728 0.165513 0.022695 -
i1729 0.127503 0.020833 -
i1730 0.079299 0.047478 -
i1731 0.132908 0.095238 -
i1732 0.109033 0.0199 -
i1733 0.023126 0.073394 -
i1734 0.040033 0.016427 -
i1735 0.042381 0.015936 -
i1736 0.036018 0.017316 -
i1737 0.157128 0.015889 -
i1738 0.029474 0.026144 -
i1739 0.048414 0.044693 -
i1740 0.034096 0.016478 -
i1741 0.033356 0.016016 -
i1742 0.035364 0.015702 -
i1743 0.039414 0.016754 -
i1744 0.033143 0.037647 -
i1745 0.03643 0.036782 -
i1746 0.029175 0.081633 -
i1747 0.029075 0.022567 -
i1748 0.022462 0.019753 -
i1749 0.021048 0.016145 -
i1750 0.034167 0.016113 -
i1751 0.026963 0.026622 -
i1752 0.027772 0.044321 -
i1753 0.023684 0.084656 -
i1754 0.029662 0.051613 -
i1755 0.030131 0.085561 -
i1756 0.033649 0.017467 -
i1757 0.021047 0.016211 -
i1758 0.030583 0.05694 -
i1759 0.105502 0.017937 -
i1760 0.030833 0.055172 -
i1761 0.032941 0.021563 -
i1762 0.040584 0.038462 -
i1763 0.033448 0.017241 -
i1764 0.028817 0.042895 -
i1765 0.035345 0.07767 -
i1766 0.024603 0.049231 -
i1767 0.039483 0.033333 -
i1768 0.026486 0.029851 -
i1769 0.128281 0.02346 -
i1770 0.027933 0.037383 -
i1771 0.016585 0.016667 -
i1772 0.040299 0.091429 -
i1773 0.035686 0.017978 -
i1774 0.031517 0.060837 -
i1775 0.026771 0.032389 -
i1776 0.022581 0.036697 -
i1777 0.024571 0.158416 -
i1778 0.030427 0.067797 -
i1779 0.030783 0.034335 -
i1780 0.037263 0.042105 -
i1781 0.022382 0.027257 -
i1782 0.038621 0.081633 -
i1783 0.019254 0.146789 -
i1784 0.024176 0.066946 -
i1785 0.048276 0.040404 -
i1786 0.025455 0.016427 -
i1787 0.029486 0.021448 -
i1788 0.027467 0.033058 -
i1789 0.034332 0.018824 -
i1790 0.033704 0.01608 -
i1791 0.028373 0.017149 -
i1792 0.026655 0.037647 -
i1793 0.032016 0.016529 -
i1794 0.033326 0.029795 -
i1795 0.03709 0.030132 -
i1796 0.030299 0.05298 -
i1797 0.025007 0.016377 -
i1798 0.029258 0.019048 -
i1799 0.023032 0.021277 -
i1800 0.027906 0.054795 -
i1801 0.020955 0.016097 -
i1802 0.024889 0.016244 -
i1803 0.038182 0.024502 -
i1804 0.028385 0.01837 -
i1805 0.024338 0.029412 -
i1806 0.02292 0.020833 -
i1807 0.025568 0.019608 -
i1808 0.048729 0.042781 -
i1809 0.029655 0.03125 -
i1810 0.02169 0.037037 -
i1811 0.030347 0.078049 -
i1812 0.046376 0.024653 -
i1813 0.040952 0.075472 -
i1814 0.034262 0.153846 -
i1815 0.017567 0.024169 -
